Key,Source,Context,Max Line Width,English,Francais,German
ttGFXSET_SSAO_h,UI,Tooltip,KgNone,Screen Space Ambient Occlusion,Occlusion ambiante,Screen Space Ambient Occlusion,,Oclusión ambiental espacial (SSAO)
ttGFXSET_SunShafts_b,UI,Tooltip,KgNone,Aka. God Rays.  Shines rays of light from the sun past obstructing objects.\nPerformance Impact: Medium\n,Plus connue sous le nom de rayons divins. Projette des rayons de lumière au-delà des objets qui se trouvent devant le soleil.\nImpact sur la performance : moyen\n,Auch Strahlenbüschel genannt. Lässt Lichtstrahlen von der Sonne an den Rändern von Objekten im Sichtfeld erscheinen.\nAuswirkung auf die Leistung: Mittel\n,,También: rayos crepusculares. El brillo de los rayos del sol al rodear los objetos que los bloquean.\nEfecto en el rendimiento: Medio\n
ttGFXSET_SunShafts_h,UI,Tooltip,KgNone,Sun Shafts,Rayons de soleil,Sonnenstrahlen,,Rayos del sol
ttGFXSET_TexQuality_b,UI,Tooltip,KgNone,Saves video memory and performance by setting the texture resolution.\nPerformance Impact: Medium\n,Économise de la mémoire vidéo et de la performance en paramétrant la résolution des textures.\nImpact sur la performance : moyen\n,Mit den Einstellungen der Texturauflösung können Bildspeicher und Leistung beeinflusst werden.\nAuswirkung auf die Leistung: Mittel\n,,Ahorra memoria de video y rendimiento al ajustar la resolución de las texturas.\nEfecto en el rendimiento: Medio\n
ttGFXSET_TexQuality_h,UI,Tooltip,KgNone,Texture Quality,Qualité des textures,Texturqualität,,Calidad de las texturas
ttGFXSET_Tonemapping_b,UI,Tooltip,KgNone,Enhances the colors in game to match expected mood.\nPerformance Impact: Low\n,Améliore les couleurs au sein du jeu pour qu'elles correspondent à l'ambiance attendue.\nImpact sur la performance : bas\n,"Reichert die Farben im Spiel an, sodass sie zur Stimmung passen.\nAuswirkung auf die Leistung: Gering\n",,Mejora los colores del juego para que sean más realistas.\nEfecto en el rendimiento: Bajo\n
ttGFXSET_Tonemapping_h,UI,Tooltip,KgNone,Tonemapping,Mappage ton local,Tonemapping,,Mapeo tonal
ttGFXSET_TreeQuality_b,UI,Tooltip,KgNone,Overall quality of the trees based on how far away they are.\nPerformance Impact: High\n,La qualité générale des arbres basée sur l'endroit où ils se trouvent.\nImpact sur la performance : élevé\n,"Qualität der Darstellung der Bäume, basierend auf ihrer Entfernung.\nAuswirkung auf die Leistung: Hoch\n",,La calidad general de los árboles según la distancia.\nEfecto en el rendimiento: Alto\n
ttGFXSET_TreeQuality_h,UI,Tooltip,KgNone,Tree Quality,Qualité des arbres,Qualität der Bäume,,Calidad de los árboles
ttGFXSET_ViewDistance_b,UI,Tooltip,KgNone,How far the world can be viewed.\nPerformance Impact: High\n,Jusqu'où vous pouvez voir le monde.\nImpact sur la performance : élevé\n,Sichtweite in der Welt.\nAuswirkung auf die Leistung: Hoch\n,,La distancia a la que se puede ver el mundo.\nEfecto en el rendimiento: Alto\n
ttGFXSET_ViewDistance_h,UI,Tooltip,KgNone,View Distance,Distance de vision,Sichtweite,,Distancia de visión
ttGFXSET_Vsync_b,UI,Tooltip,KgNone,Combats screen tearing by synchronizing the game to the monitors refresh rate.\nPerformance Impact: Low\n,Lutte contre la déchirure des images en synchronisant le jeu selon l'intervalle de rafraîchissement de l'écran.\nImpact sur la performance : bas\n,"Verhindert Screen Tearing (das Zerreißen von Einzelbildern), indem die Bildwiederholfrequenz des Spiels mit der des Monitors synchronisiert wird.\nAuswirkung auf die Leistung: Gering\n",,Evita las imágenes rasgadas al sincronizar el juego con la frecuencia de actualización de los monitores.\nEfecto en el rendimiento: Bajo\n
ttGFXSET_Vsync_h,UI,Tooltip,KgNone,Vertical Synchronization,Synchronisation verticale,Vertikale Synchronisation,,Sincronización vertical
ttGFXSET_WaterParticleLimiter_b,UI,Tooltip,KeyTrunk FrNone GrNone KgNone SpNone,How accurate water particles match falls.\nPerformance Impact: High\n,,,,
ttGFXSET_WaterParticleLimiter_h,UI,Tooltip,KeyTrunk FrNone GrNone KgNone SpNone,Water Particle Count,,,,
ttGFXSET_WaterQuality_b,UI,Tooltip,KgNone,Layers and effects occurring on surface of water planes.\nPerformance Impact: Low\n,Les couches et les effets ayant lieu sur les plans d'eau.\nImpact sur la performance : bas\n,Schichten und Effekte auf der Oberfläche von Gewässern.\nAuswirkung auf die Leistung: Gering\n,,Las capas y efectos que se producen en la superficie de los planos acuáticos.\nEfecto en el rendimiento: Bajo\n
ttGFXSET_WaterQuality_h,UI,Tooltip,KgNone,Water Quality,Qualité de l'eau,Qualität des Wassers,,Calidad del agua
ttInventoryFull,UI,Tooltip,KgNone,"Unable to craft '{0}', inventory is full!","Impossible de fabriquer « {0} », l'inventaire est plein !","„{0}“ kann nicht gefertigt werden, das Inventar ist voll!",,"No puedes fabricar '{0}', el inventario está lleno."
ttItemNeedsRepair,UI,Tooltip,KgNone,The item needs repairs or is missing parts,Cet objet nécessite des réparations ou de nouvelles pièces.,Der Gegenstand muss repariert werden oder es fehlen Teile,,El objeto necesita reparaciones o le faltan partes
ttLevelUp,UI,Tooltip,KgNone,Level Up! You are now level {0} and have {1} skill points to spend.,Niveau supérieur ! Vous êtes à présent au niveau {0} et avez {1} points de compétence à dépenser.,"Level Up! Du bist jetzt Level {0} und hast {1} Fertigkeitspunkte, die du verwenden kannst.",,¡Subiste de nivel! Subiste al nivel {0} y tienes {1} puntos de habilidad para gastar.
ttMapSelectSpawnPoint,UI,Tooltip,KgNone,If you select your home position you'll spawn there,"Si vous sélectionnez l'emplacement de votre foyer, vous y réapparaitrez.","Wenn du deine Heimatposition wählst, wirst du hier wiedererscheinen",,"Si activas tu posición inicial, reaparecerás allí."
ttMapUnSelectSpawnPoint,UI,Tooltip,KgNone,If you deselect your home position you'll spawn randomly around,"Si vous désélectionnez l'emplacement de votre foyer, vous apparaitrez à des emplacements aléatoires.","Wenn du deine Heimatposition abwählst, wirst du an einer zufälligen Position wiedererscheinen",,"Si desactivas tu posición inicial, reaparecerás en algún sitio al azar."
ttMissingCraftingFuel,UI,Tooltip,KgNone,You don't have the required fuel to craft this.,Vous n'avez pas le carburant nécessaire à la fabrication de cet objet.,"Du hast nicht den erforderlichen Brennstoff, um dies zu fertigen.",,No tienes el combustible necesario para fabricar esto.
ttMissingCraftingRecipe,UI,Tooltip,KgNone,You do not have the required recipe.,Vous n'avez pas la composition nécessaire.,Du hast nicht das erforderliche Rezept.,,No tienes la receta necesaria.
ttMissingCraftingResources,UI,Tooltip,KgNone,You don't have the necessary resources to craft this.,Vous n'avez pas les ressources nécessaires à la fabrication de cet objet.,"Du hast nicht die nötigen Rohstoffe, um dies zu fertigen.",,No tienes los recursos necesarios para fabricar esto.
ttMissingCraftingTools,UI,Tooltip,KgNone,You don't have the required tools to craft this.,Vous n'avez pas les outils nécessaires à la fabrication de cet objet.,"Du hast nicht die erforderlichen Werkzeuge, um dies zu fertigen.",,No tienes las herramientas necesarias para fabricar esto.
ttQuestNoLocation,UI,Tooltip,KgNone,Selected Quest does not have a location to show.,Aucun emplacement à afficher pour la quête sélectionnée.,Für die ausgewählte Quest kann kein Standort angezeigt werden.,,La misión seleccionada no tiene ubicaciones que mostrar.
ttRecipeUnlocked,UI,Tooltip,KgNone,New Recipe Unlocked: '{0}',Nouvelle composition déverrouillée : « {0} »,Neues Rezept freigeschaltet: „{0}“,,Nueva receta desbloqueada: '{0}'
ttRepairToolsMissing,UI,Tooltip,KgNone,"Unable to repair this item, missing these tools:","Impossible de réparer cet objet, il vous manque ces outils :","Du kannst diesen Gegenstand nicht reparieren, dir fehlen folgende Werkzeuge:",,"No puedes reparar este objeto, faltan las siguientes herramientas:"
ttRepairWeapon,UI,Tooltip,KgNone,Repair weapons using weapon repair kits on the crafting grid,Réparer des armes en utilisant des kits de réparation d'armes sur la grille de fabrication,Repariere Waffen auf dem Fertigungsfeld mithilfe eines Waffenreparaturkits,,"Repara armas con los kits de reparación de armas, en las casillas de fabricación."
ttScrapMetalBrass,UI,Tooltip,KgNone,Place brass items on the crafting grid to get scrap brass,Placer les objets en laiton sur la grille de fabrication pour obtenir du laiton recyclé,"Lege Gegenstände aus Messing auf das Fertigungsfeld, um Messingstücke zu erhalten",,Pon objetos de latón en la casilla de fabricación para conseguir chatarra de latón.
ttScrapMetalIron,UI,Tooltip,KgNone,Place iron items on the crafting grid to get scrap iron,Placer les objets en fer sur la grille de fabrication pour obtenir de la ferraille,"Lege Gegenstände aus Eisen auf das Fertigungsfeld, um Alteisen zu erhalten",,Pon objetos de hierro en la casilla de fabricación para conseguir chatarra de hierro.
ttScrapMetalLead,UI,Tooltip,KgNone,Place lead items on the crafting grid to get scrap lead,Placer les objets en plomb sur la grille de fabrication pour obtenir du plomb recyclé,"Lege Gegenstände aus Blei auf das Fertigungsfeld, um Bleistücke zu erhalten",,Pon objetos de plomo en la casilla de fabricación para conseguir chatarra de plomo.
ttSkillCannotPurchase,UI,Tooltip,KgNone,This skill's levels cannot be purchased.,Les niveaux de cette compétence ne peuvent être achetés.,Das Level dieser Fertigkeit kann nicht erworben werden.,,No puedes comprar el nivel de esta habilidad.
ttSkillLevelUp,UI,Tooltip,KgNone,Your skill in {0} is now level {1},Votre compétence en {0} est à présent au niveau {1},Deine Fertigkeit „{0}“ ist jetzt auf Level {1},,Tu habilidad en {0} ahora es {1}.
ttSkillMaxLevel,UI,Tooltip,KgNone,You are at max level for this skill.,Vous avez atteint le niveau maximal pour cette compétence.,Du hast mit dieser Fertigkeit das Höchstlevel erreicht.,,Tienes el nivel máximo de esta habilidad.
ttSkillPointsNotEnough,UI,Tooltip,KgNone,You do not have the required skill points for that.,Vous n'avez pas assez de points de compétence.,Du hast nicht die erforderlichen Fertigkeitspunkte dafür.,,No tienes los puntos de habilidad necesarios.
ttSkillRequirementsNotMet,UI,Tooltip,KgNone,The requirements for this skill have not been met.,Vous ne remplissez pas les conditions requises de cette compétence.,Die Voraussetzungen für diese Fertigkeit sind nicht erfüllt.,,No has cumplido los requisitos para esta habilidad.
ttSkillsRelated,UI,Tooltip,KgNone,Related skills not yet implemented.,Les compétences associées n'ont pas encore été appliquées.,Zugehörig Fertigkeit ist noch nicht implementiert.,,Aún no se han implementado las habilidades relacionadas.
wrnInventoryFull,UI,Tooltip,KgNone,No room in inventory. Crafting has been halted until space is cleared.,Plus de place dans l'inventaire. La fabrication a été mise en attente jusqu'à ce que vous fassiez de la place.,"Kein Platz im Inventar. Das Fertigen wurde gestoppt, bis du Platz geschaffen hast.",,No hay espacio en el inventario. No puedes fabricar hasta que no tengas espacio libre.
wrnQueueFull,UI,Tooltip,KgNone,No room in queue!,Plus de place dans la file !,Warteschlange ist voll!,,¡No hay espacio en la cola!
wrnWorkstationOutputFull,UI,Tooltip,KgNone,No room in workstation output. Crafting has been halted until space is cleared.,Plus de place à la sortie du poste de travail. La fabrication a été mise en attente jusqu'à ce que vous fassiez de la place.,"Kein Platz in der Ausgabe der Arbeitsstation. Das Fertigen wurde gestoppt, bis du Platz geschaffen hast.",,No hay espacios libres en la salida de la estación de trabajo. No puedes fabricar hasta que no tengas espacio libre.
campfireActivate,UI,Use Prompt,KgNone,<{0}> to open campfire,<{0}> pour ouvrir le feu de camp,"<{0}>, um Lagerfeuer zu öffnen",,<{0}> para encender una fogata
forgeActivate,UI,Use Prompt,KgNone,<{0}> to open forge,<{0}> pour ouvrir la forge,"<{0}>, um Schmiede zu öffnen",,<{0}> para abrir la fragua
itemTooltipFocusedOne,UI,Use Prompt,EnChanged KgNone,<{0}> Collect: {1},<{0}> pour récupérer {1},<{0}> Sammle {1},,<{0}> Recoge {1}
itemTooltipFocusedSeveral,UI,Use Prompt,EnChanged KgNone,<{0}> Collect: {2} of {1},<{0}> pour récupérer {1} sur {2},<{0}> Sammle {2} von: {1},,<{0}> Recoge {2} de {1}
lootEntity,UI,Use Prompt,KgNone,<{0}> Search {1},<{0}> pour rechercher {1},<{0}> Durchsuche {1},,<{0}> Registrar {1}
lootTooltipEmpty,UI,Use Prompt,KgNone,Empty {1},Vider {1},Leere {1},,{1} Sin botín
lootTooltipNew,UI,Use Prompt,KgNone,<{0}> Search {1} (Untouched),<{0}> pour rechercher {1} (intact),<{0}> Durchsuche {1} (neu),,<{0}> Registrar {1} (Sin tocar)
lootTooltipTouched,UI,Use Prompt,KgNone,<{0}> Search {1},<{0}> pour rechercher {1},<{0}> Durchsuche {1},,<{0}> Registrar {1}
tooltipInteract,UI,Use Prompt,KgNone,Hold <{0}> to interact with {1},Maintenir <{0}> pour interagir avec {1},Zum Interagieren mit {1} <{0}> gedrückt halten,,Mantén pulsado <{0}> para interactuar con {1}
vendingMachineActivate,UI,Use Prompt,KeyTrunk FrNone GrNone KgNone SpNone,<{0}> to interact with {1},,,,
xuiAccept,UI,XUI,KgNone,ACCEPT,ACCEPTER,AKZEPTIEREN,,ACEPTAR
xuiActiveEffects,UI,XUI,KgNone,ACTIVE EFFECTS,EFFETS ACTIFS,AKTIVE EFFEKTE,,EFECTOS ACTIVOS
xuiAllies,UI,XUI,KgNone,ALLIES,ALLIÉS,VERBÜNDETE,,ALIADOS
xuiAllSkills,UI,XUI,KgNone,ALL SKILLS,TOUTES LES COMPÉTENCES,ALLE FERTIGKEITEN,,TODAS LAS HABILIDADES
xuiAssembleMustReadBook,UI,XUI,KgNone,You must read the correct book to assemble this item.,Vous devez lire le bon livre pour assembler cet objet.,"Du musst das richtige Buch lesen, um diesen Gegenstand zusammensetzen zu können.",,Debes leer el libro adecuado para armar este objeto.
xuiAttributes,UI,XUI,KgNone,ATTRIBUTES,ATTRIBUTS,ATTRIBUTE,,ATRIBUTOS
xuiBasics,UI,XUI,KgNone,BASICS,BASES,GRUNDLEGENDE WERTE,,BÁSICO
xuiBuffStatCoreTemp,UI,XUI,KgNone,Core Temp,Core Temp,Kerntemperatur,,Temperatura central
xuiBuffStatDays,UI,XUI,KgNone,DAYS,JOURS,TAGE,,DÍAS
xuiBuffStatDuration,UI,XUI,KgNone,Duration,Durée,Dauer,,Duración
xuiBuffStatGassiness,UI,XUI,KgNone,Gassiness,Proportion de gaz,Aufgeblähtheit,,Gases
xuiBuffStatHealth,UI,XUI,KgNone,Health,Santé,Gesundheit,,Salud
xuiBuffStatHours,UI,XUI,KgNone,HRS,HEURES,STD,,HORAS
xuiBuffStatModifierMax,UI,XUI,KgNone,[DECEA3]{1} max {0}.[-],[DECEA3]{1} max. {0}.[-],[DECEA3]{1} max. {0}.[-],,[DECEA3]{1} máx. {0}.[-]
xuiBuffStatModifierMaxForSeconds,UI,XUI,KgNone,[DECEA3]{1} max {0} for {2}.[-],[DECEA3]{1} max. {0} pendant {2}.[-],[DECEA3]{1} max. {0} für {2}.[-],,[DECEA3]{1} máx. {0} durante {2}.[-]
xuiBuffStatModifierSetValueDec,UI,XUI,KgNone,{0}: [DECEA3]decreased by {1}%.[-],{0} : [DECEA3]diminution de {1} %.[-],{0}: [DECEA3]um {1} % verringert.[-],,{0}: [DECEA3]reducido un {1} %.[-]
xuiBuffStatModifierSetValueForSecondsDec,UI,XUI,KgNone,{0}: [DECEA3]decreased by {1}% for {2}.[-],{0} : [DECEA3]diminution de {1} % pendant {2}.[-],{0}: [DECEA3]für {2} um {1} % verringert.[-],,{0}: [DECEA3]reducido un {1} % durante {2}.[-]
xuiBuffStatModifierSetValueForSecondsInc,UI,XUI,KgNone,{0}: [DECEA3]increased by {1}% for {2}.[-],{0} : [DECEA3]augmentation de {1} % pendant {2}.[-],{0}: [DECEA3]für {2} um {1} % erhöht.[-],,{0}: [DECEA3]aumentado un {1} % durante {2}.[-]
xuiBuffStatModifierSetValueInc,UI,XUI,KgNone,{0}: [DECEA3]increased by {1}%.[-],{0} : [DECEA3]augmentation de {1} %.[-],{0}: [DECEA3]um {1} % erhöht.[-],,{0}: [DECEA3]aumentado un {1} %.[-]
xuiBuffStatModifierValueOT,UI,XUI,KgNone,{0}: [DECEA3]{1} every {2} second(s).[-],{0} : [DECEA3]{1} toutes les {2} seconde(s).[-],{0}: [DECEA3]{1} alle {2} Sekunde(n).[-],,{0}: [DECEA3]{1} cada {2} segundo(s).[-]
xuiBuffStatModifierValueOTForSeconds,UI,XUI,KgNone,{0}: [DECEA3]{1} every {2} second(s) for {3}.[-],{0} : [DECEA3]{1} toutes les {2} seconde(s) pendant {3}.[-],{0}: [DECEA3]{1} alle {2} Sekunde(n) für {3}.[-],,{0}: [DECEA3]{1} cada {2} segundo(s) durante {3}.[-]
xuiBuffStatMovementSpeed,UI,XUI,KgNone,Movement Speed,Vitesse de déplacement,Bewegungsgeschwindigkeit,,Velocidad de movimiento
xuiBuffStatSickness,UI,XUI,KgNone,Sickness,Maladie,Krankheit,,Enfermedad
xuiBuffStatStamina,UI,XUI,KgNone,Stamina,Endurance,Ausdauer,,Resistencia
xuiBuffStatTimeLeft,UI,XUI,KgNone,Time Left,Temps restant,Verbleibende Zeit,,Tiempo restante
xuiBuffStatWellness,UI,XUI,KgNone,Wellness,Bien-être,Wohlbefinden,,Bienestar
xuiCharacter,UI,XUI,KeyTrunk FrNone GrNone KgNone SpNone,CHARACTER,,,,
xuiClose,UI,XUI,KgNone,CLOSE,FERMER,SCHLIESSEN,,CERRAR
xuiCombine,UI,XUI,KeyTrunk FrNone GrNone KgNone SpNone,COMBINE,,,,
xuiCombineItemA,UI,XUI,KeyTrunk FrNone GrNone KgNone SpNone,ITEM A,,,,
xuiCombineItemB,UI,XUI,KeyTrunk FrNone GrNone KgNone SpNone,ITEM B,,,,
xuiCost,UI,XUI,KgNone,COST,COÛT,KOSTEN,,COSTO
xuiCrafting,UI,XUI,KeyTrunk FrNone GrNone KgNone SpNone,CRAFTING,,,,
xuiCraftQueueFull,UI,XUI,KgNone,No room in queue!,Plus de place dans la file !,Warteschlange ist voll!,,¡No hay espacio en la cola!
xuiCreative,UI,XUI,KgNone,CREATIVE,CRÉATION,KREATIV,,CREATIVO
xuiDay,UI,XUI,KgNone,DAY,JOUR,TAG,,DÍA
xuiDayTime,UI,XUI,KgNone,DAY/TIME,JOUR/HEURE,TAG/ZEIT,,DÍA/HORA
xuiDeaths,UI,XUI,KgNone,DEATHS,MORTS,TODE,,MUERTES
xuiDecline,UI,XUI,KgNone,DECLINE,DÉCLIN,ABLEHNEN,,RECHAZAR
xuiDefense,UI,XUI,KgNone,DEFENSE,DÉFENSE,VERTEIDIGUNG,,DEFENSA
xuiDescriptionLabel,UI,XUI,KgNone,DESCRIPTION,DESCRIPTION,BESCHREIBUNG,,DESCRIPCIÓN
xuiDescriptionNotAvailable,UI,XUI,KgNone,DESCRIPTION NOT AVAILABLE AT THIS TIME.,LA DESCRIPTION N'EST PAS DISPONIBLE À L'HEURE ACTUELLE.,ZURZEIT KEINE BESCHREIBUNG VERFÜGBAR.,,LA DESCRIPCIÓN NO ESTÁ DISPONIBLE EN ESTOS MOMENTOS.
xuiDurability,UI,XUI,KgNone,DURABILITY,DURABILITÉ,HALTBARKEIT,,DURABILIDAD
xuiElevation,UI,XUI,KgNone,ELEVATION,ÉLÉVATION,ERHÖHUNG,,ELEVACIÓN
xuiEmptyInfoPanelText,UI,XUI,KgNone,"[LEFT CLICK] TO INSPECT AN ITEM, RECIPE OR ACTIVE EFFECT\n[LEFT CLICK] HOLD AND DRAG TO TAKE A STACK\n[LEFT CLICK] TO DROP OR SWAP A STACK\n[RIGHT CLICK] HOLD AND DRAG TO TAKE A HALF STACK\n[RIGHT CLICK] TO DROP ONE ITEM AT A TIME","FAITES UN [CLIC GAUCHE] POUR INSPECTER UN OBJET, UNE COMPOSITION OU UN EFFET ACTIF\nMAINTENEZ UN [CLIC GAUCHE] ET FAITES GLISSER POUR PRENDRE UNE PILE\NFAITES UN [CLIC GAUCHE] POUR JETER OU ÉCHANGER UNE PILE\nMAINTENEZ UN [CLIC GAUCHE] ET FAITES GLISSER POUR PRENDRE LA MOITIÉ D'UNE PILE\nFAITES UN [CLIC DROIT] POUR LAISSER TOMBER UN OBJET À LA FOIS","[LINKS-KLICK], UM EINEN GEGENSTAND, EIN REZEPT ODER EINEN AKTIVEN EFFEKT GENAUER ANZUSEHEN\n[LINKS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN STAPEL ZU NEHMEN\n[LINKS-KLICK], UM EINEN STAPEL ABZULEGEN ODER AUSZUTAUSCHEN\n[RECHTS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN HALBEN STAPEL ZU NEHMEN\n[RECHTS-KLICK], UM GEGENSTÄNDE EINZELN ABZULEGEN",,"[CLIC IZQUIERDO] PARA INSPECCIONAR UN OBJETO, RECETA O EFECTO ACTIVO\n[CLIC IZQUIERDO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER UN MONTÓN\n[CLIC IZQUIERDO] PARA SOLTAR O CAMBIAR UN MONTÓN\n[CLIC DERECHO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER MEDIO MONTÓN\n[CLIC DERECHO] PARA SOLTAR UN OBJETO DE UNO EN UNO."
xuiEmptyVehicleStorage,UI,XUI,KgNone,ADD BASKET TO ACCESS STORAGE.,AJOUTEZ UN PANIER POUR ACCÉDER AU RANGEMENT.,"FÜGE EINEN KORB HINZU, UM AUF DEN LAGERRAUM ZUZUGREIFEN.",,AÑADE UN CESTO PARA ALMACENAMIENTO.
xuiEveryone,UI,XUI,KgNone,EVERYONE,TOUT LE MONDE,JEDER,,TODOS
xuiExamine,UI,XUI,KgNone,EXAMINE,EXAMINER,UNTERSUCHEN,,INVESTIGAR
xuiFeelsLike,UI,XUI,KgNone,FEELS LIKE,AIMERAIT,FÜHLT SICH AN WIE,,PARECE
xuiFood,UI,XUI,KgNone,FOOD,NOURRITURE,NAHRUNG,,COMIDA
xuiFuel,UI,XUI,KgNone,FUEL,CARBURANT,BRENNSTOFF,,COMBUSTIBLE
xuiGas,UI,XUI,KgNone,GAS,ESSENCE,BENZIN,,GAS
xuiInput,UI,XUI,KgNone,INPUT,ENTRÉE,INPUT,,ENTRADA
xuiInspect,UI,XUI,KgNone,INSPECT,INSPECTER,ANSEHEN,,INSPECCIONAR
xuiInventory,UI,XUI,KgNone,INVENTORY,INVENTAIRE,INVENTAR,,INVENTARIO
xuiInventoryFull,UI,XUI,KgNone,"No room in inventory, crafting has been halted until space is cleared.",Plus de place dans l'inventaire. La fabrication a été mise en attente jusqu'à ce que vous fassiez de la place.,"Kein Platz im Inventar, das Fertigen wurde gestoppt, bis du Platz geschaffen hast.",,
xuiInventoryFullDropping,UI,XUI,KgNone,Inventory is full. Dropping items on ground.,L'inventaire est plein. Vous êtes en train de jeter des objets au sol.,Inventar ist voll. Gegenstände werden auf den Boden gelegt.,,El inventario está lleno. Soltando objetos al suelo.
xuiItemsCrafted,UI,XUI,KgNone,ITEMS CRAFTED,OBJETS FABRIQUÉS,GEGENSTÄNDE GEFERTIGT,,OBJETOS FABRICADOS
xuiJournal,UI,XUI,KeyTrunk FrNone GrNone KgNone SpNone,JOURNAL,,,,
xuiKilometers,UI,XUI,KgNone,Kilometers,Kilomètres,Kilometer,,Kilómetros
xuiKM,UI,XUI,KgNone,KM,KM,KM,,KM
xuiKMTravelled,UI,XUI,KgNone,KM TRAVELED,KM PARCOURUS,ZURÜCKGELEGTE KM,,KM VIAJADOS
xuiLevel,UI,XUI,KgNone,LEVEL,NIVEAU,LEVEL,,NIVEL
xuiLongestLife,UI,XUI,KgNone,LONGEST LIFE,SURVIE LA PLUS LONGUE,LÄNGSTES LEBEN,,VIDA MÁS LARGA
xuiLoot,UI,XUI,KgNone,LOOT,BUTIN,BEUTE,,BOTÍN
xuiLooting,UI,XUI,KgNone,LOOTING,EN COURS D'ACQUISITION DE BUTIN,PLÜNDERN,,SAQUEANDO
xuiMap,UI,XUI,KgNone,MAP,CARTE,KARTE,,MAPA
xuiMapDayTime,UI,XUI,KgNone,Day/Time,Jour/heure,Tag/Zeit,,Día/Hora
xuiMapStats,UI,XUI,KgNone,MAP STATS,STATS DE LA CARTE,KARTENSTATISTIK,,ESTADÍSTICAS DEL MAPA
xuiMinibike,UI,XUI,KgNone,MINIBIKE,MINI-MOTO,TASCHENMOTORRAD,,MINIMOTO
xuiMinibikeStorage,UI,XUI,KgNone,MINIBIKE STORAGE,RANGEMENT DE MINI-MOTO,LAGERRAUM FÜR TASCHENMOTORRAD,,ALMACENAMIENTO DE LA MINIMOTO
xuiNA,UI,XUI,KgNone,N/A,S.O.,–,,N/D
xuiNextLevelRequirements,UI,XUI,KgNone,NEXT LVL REQUIREMENTS,CONDITIONS NÉCESSAIRES POUR LE PROCHAIN NIVEAU,VORAUSSETZUNGEN FÜR NÄCHSTES LVL,,REQUISITOS DEL SIGUIENTE NIVEL
xuiNoise,UI,XUI,KgNone,NOISE,BRUIT,GERÄUSCHE,,RUIDO
xuiObjectives,UI,XUI,KgNone,OBJECTIVES,OBJECTIFS,ZIELE,,OBJETIVOS
xuiObjectivesNotAvailable,UI,XUI,KgNone,OBJECTIVES NOT AVAILABLE AT THIS TIME.,LES OBJECTIFS NE SONT PAS DISPONIBLES À L'HEURE ACTUELLE.,ZIELE DERZEIT NICHT VERFÜGBAR.,,LOS OBJETIVOS NO ESTÁN DISPONIBLES EN ESTOS MOMENTOS.
xuiOutput,UI,XUI,KgNone,OUTPUT,SORTIE,OUTPUT,,RESULTADO
xuiPing,UI,XUI,KgNone,PING,PING,PING,,PING
xuiPlayerKills,UI,XUI,KgNone,PLAYER KILLS,JOUEURS TUÉS,SPIELER-KILLS,,JUGADORES ASESINADOS
xuiPlayers,UI,XUI,KgNone,PLAYERS,JOUEURS,SPIELER,,JUGADORES
xuiPlayerStats,UI,XUI,KgNone,PLAYER STATS,STATS DU JOUEUR,SPIELER-STATISTIK,,ESTADÍSTICAS DEL JUGADOR
xuiPointsAvailable,UI,XUI,KgNone,Point(s) Available,Point(s) disponible(s),Verfügbare(r) Punkt(e),,Punto(s) disponible(s)
xuiQuality,UI,XUI,KgNone,QUALITY,QUALITÉ,QUALITÄT,,CALIDAD
xuiQuests,UI,XUI,KgNone,QUESTS,QUÊTES,QUESTS,,MISIONES
xuiQuickWaypoint,UI,XUI,KgNone,QUICK WAYPOINT,CHEMINEMENT RAPIDE,SCHNELLER WEGPUNKT,,PUNTO DE REGRESO RÁPIDO
xuiReceived,UI,XUI,KgNone,RECEIVED,REÇUS,ERHALTEN,,RECIBIDO
xuiRefuel,UI,XUI,KgNone,REFUEL,RAVITAILLER,NACHTANKEN,,REPOSTAR
xuiRepair,UI,XUI,KgNone,REPAIR,RÉPARER,REPARIEREN,,REPARAR
xuiRepairMissingMats,UI,XUI,KgNone,You do not have the required materials to repair this item.,Vous n'avez pas le matériel nécessaire pour réparer cet objet.,"Du hast nicht die erforderlichen Materialien, um diesen Gegenstand reparieren zu können.",,No tienes los materiales necesarios para reparar este objeto.
xuiRepairMustReadBook,UI,XUI,KgNone,You must read the correct book to repair this item.,Vous devez lire le bon livre pour réparer cet objet.,"Du musst das richtige Buch lesen, um diesen Gegenstand reparieren zu können.",,Debes leer el libro adecuado para reparar este objeto.
xuiRequired,UI,XUI,KgNone,REQUIRED,NÉCESSAIRE(S),ERFORDERLICH,,SE NECESITA
xuiRequirements,UI,XUI,KgNone,REQUIREMENTS,CONDITIONS NÉCESSAIRES,VORAUSSETZUNGEN,,REQUISITOS
xuiResult,UI,XUI,KeyTrunk FrNone GrNone KgNone SpNone,RESULT,,,,
xuiRewards,UI,XUI,KgNone,REWARDS,RÉCOMPENSES,BELOHNUNGEN,,RECOMPENSAS
